type,key,pattern,result,ingredients
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:gold_nugget'}",[{'item': 'minecraft:gold_ingot'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:granite'},"[{'item': 'minecraft:diorite'}, {'item': 'minecraft:quartz'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:granite'}},['###'],"{'count': 6, 'item': 'minecraft:granite_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:granite'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:granite_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:granite'}},"['###', '###']","{'count': 6, 'item': 'minecraft:granite_wall'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:gray_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:gray_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:gray_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:gray_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:gray_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:gray_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:gray_wool'}},['##'],"{'count': 3, 'item': 'minecraft:gray_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:gray_concrete_powder'}","[{'item': 'minecraft:gray_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:gray_dye'}","[{'item': 'minecraft:black_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:gray_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:gray_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:gray_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:gray_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:gray_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:gray_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:gray_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:gray_terracotta'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:green_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:green_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:green_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:green_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:green_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:green_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:green_wool'}},['##'],"{'count': 3, 'item': 'minecraft:green_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:green_concrete_powder'}","[{'item': 'minecraft:green_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:green_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:green_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:green_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:green_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:green_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:green_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:green_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:green_terracotta'}",
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, '-': {'item': 'minecraft:stone_slab'}, 'I': {'item': 'minecraft:stick'}}","['I-I', '# #']",{'item': 'minecraft:grindstone'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:hay_block'},"[{'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}, {'item': 'minecraft:wheat'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},['##'],{'item': 'minecraft:heavy_weighted_pressure_plate'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:honeycomb'}},"['##', '##']",{'item': 'minecraft:honeycomb_block'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:honey_bottle'}},"['##', '##']",{'item': 'minecraft:honey_block'},
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:honey_bottle'}","[{'item': 'minecraft:honey_block'}, {'item': 'minecraft:glass_bottle'}, {'item': 'minecraft:glass_bottle'}, {'item': 'minecraft:glass_bottle'}, {'item': 'minecraft:glass_bottle'}]"
minecraft:crafting_shaped,"{'C': {'item': 'minecraft:chest'}, 'I': {'item': 'minecraft:iron_ingot'}}","['I I', 'ICI', ' I ']",{'item': 'minecraft:hopper'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:hopper_minecart'},"[{'item': 'minecraft:hopper'}, {'item': 'minecraft:minecart'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:terracotta'}, 'S': {'item': 'minecraft:host_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:host_armor_trim_smithing_template'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:iron_ingot'}}","['XX', 'X#', ' #']",{'item': 'minecraft:iron_axe'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},"['###', '###']","{'count': 16, 'item': 'minecraft:iron_bars'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},"['###', '###', '###']",{'item': 'minecraft:iron_block'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:iron_ingot'}},"['X X', 'X X']",{'item': 'minecraft:iron_boots'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:iron_ingot'}},"['X X', 'XXX', 'XXX']",{'item': 'minecraft:iron_chestplate'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},"['##', '##', '##']","{'count': 3, 'item': 'minecraft:iron_door'}",
minecraft:crafting_shaped,{'X': {'item': 'minecraft:iron_ingot'}},"['XXX', 'X X']",{'item': 'minecraft:iron_helmet'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:iron_ingot'}}","['XX', ' #', ' #']",{'item': 'minecraft:iron_hoe'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:iron_ingot'}",[{'item': 'minecraft:iron_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_nugget'}},"['###', '###', '###']",{'item': 'minecraft:iron_ingot'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:iron_ingot'}},"['XXX', 'X X', 'X X']",{'item': 'minecraft:iron_leggings'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:iron_nugget'}",[{'item': 'minecraft:iron_ingot'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:iron_ingot'}}","['XXX', ' # ', ' # ']",{'item': 'minecraft:iron_pickaxe'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:iron_ingot'}}","['X', '#', '#']",{'item': 'minecraft:iron_shovel'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:iron_ingot'}}","['X', 'X', '#']",{'item': 'minecraft:iron_sword'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},"['##', '##']",{'item': 'minecraft:iron_trapdoor'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'item': 'minecraft:leather'}}","['###', '#X#', '###']",{'item': 'minecraft:item_frame'},
minecraft:crafting_shaped,"{'A': {'item': 'minecraft:carved_pumpkin'}, 'B': {'item': 'minecraft:torch'}}","['A', 'B']",{'item': 'minecraft:jack_o_lantern'},
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, 'X': {'item': 'minecraft:diamond'}}","['###', '#X#', '###']",{'item': 'minecraft:jukebox'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_planks'}},"['# #', '###']",{'item': 'minecraft:jungle_boat'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:jungle_button'},[{'item': 'minecraft:jungle_planks'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:jungle_chest_boat'},"[{'item': 'minecraft:chest'}, {'item': 'minecraft:jungle_boat'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_planks'}},"['##', '##', '##']","{'count': 3, 'item': 'minecraft:jungle_door'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:jungle_planks'}}","['W#W', 'W#W']","{'count': 3, 'item': 'minecraft:jungle_fence'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:jungle_planks'}}","['#W#', '#W#']",{'item': 'minecraft:jungle_fence_gate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stripped_jungle_log'}, 'X': {'item': 'minecraft:chain'}}","['X X', '###', '###']","{'count': 6, 'item': 'minecraft:jungle_hanging_sign'}",
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:jungle_planks'}",[{'tag': 'minecraft:jungle_logs'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_planks'}},['##'],{'item': 'minecraft:jungle_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:jungle_planks'}, 'X': {'item': 'minecraft:stick'}}","['###', '###', ' X ']","{'count': 3, 'item': 'minecraft:jungle_sign'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_planks'}},['###'],"{'count': 6, 'item': 'minecraft:jungle_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_planks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:jungle_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_planks'}},"['###', '###']","{'count': 2, 'item': 'minecraft:jungle_trapdoor'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:jungle_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:jungle_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stick'}},"['# #', '###', '# #']","{'count': 3, 'item': 'minecraft:ladder'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:torch'}, 'X': {'item': 'minecraft:iron_nugget'}}","['XXX', 'X#X', 'XXX']",{'item': 'minecraft:lantern'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:lapis_lazuli'}},"['###', '###', '###']",{'item': 'minecraft:lapis_block'},
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:lapis_lazuli'}",[{'item': 'minecraft:lapis_block'}]
minecraft:crafting_shaped,"{'O': {'item': 'minecraft:slime_ball'}, '~': {'item': 'minecraft:string'}}","['~~ ', '~O ', '  ~']","{'count': 2, 'item': 'minecraft:lead'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:rabbit_hide'}},"['##', '##']",{'item': 'minecraft:leather'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:leather'}},"['X X', 'X X']",{'item': 'minecraft:leather_boots'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:leather'}},"['X X', 'XXX', 'XXX']",{'item': 'minecraft:leather_chestplate'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:leather'}},"['XXX', 'X X']",{'item': 'minecraft:leather_helmet'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:leather'}},"['X X', 'XXX', 'X X']",{'item': 'minecraft:leather_horse_armor'},
minecraft:crafting_shaped,{'X': {'item': 'minecraft:leather'}},"['XXX', 'X X', 'X X']",{'item': 'minecraft:leather_leggings'},
minecraft:crafting_shaped,"{'B': {'item': 'minecraft:bookshelf'}, 'S': {'tag': 'minecraft:wooden_slabs'}}","['SSS', ' B ', ' S ']",{'item': 'minecraft:lectern'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:cobblestone'}, 'X': {'item': 'minecraft:stick'}}","['X', '#']",{'item': 'minecraft:lever'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:copper_ingot'}},"['#', '#', '#']",{'item': 'minecraft:lightning_rod'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:light_blue_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:light_blue_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:light_blue_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:light_blue_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_blue_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:light_blue_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:light_blue_wool'}},['##'],"{'count': 3, 'item': 'minecraft:light_blue_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:light_blue_concrete_powder'}","[{'item': 'minecraft:light_blue_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_blue_dye'},[{'item': 'minecraft:blue_orchid'}]
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:light_blue_dye'}","[{'item': 'minecraft:blue_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:light_blue_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:light_blue_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:light_blue_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:light_blue_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:light_blue_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:light_blue_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:light_blue_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:light_blue_terracotta'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:light_gray_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:light_gray_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:light_gray_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:light_gray_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:light_gray_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:light_gray_wool'}},['##'],"{'count': 3, 'item': 'minecraft:light_gray_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:light_gray_concrete_powder'}","[{'item': 'minecraft:light_gray_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_dye'},[{'item': 'minecraft:azure_bluet'}]
minecraft:crafting_shapeless,,,"{'count': 3, 'item': 'minecraft:light_gray_dye'}","[{'item': 'minecraft:black_dye'}, {'item': 'minecraft:white_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:light_gray_dye'}","[{'item': 'minecraft:gray_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_dye'},[{'item': 'minecraft:oxeye_daisy'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:light_gray_dye'},[{'item': 'minecraft:white_tulip'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:light_gray_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:light_gray_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:light_gray_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:light_gray_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:light_gray_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:light_gray_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:light_gray_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:light_gray_terracotta'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:gold_ingot'}},['##'],{'item': 'minecraft:light_weighted_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:lime_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:lime_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:lime_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:lime_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:lime_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:lime_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:lime_wool'}},['##'],"{'count': 3, 'item': 'minecraft:lime_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:lime_concrete_powder'}","[{'item': 'minecraft:lime_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:lime_dye'}","[{'item': 'minecraft:green_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:lime_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:lime_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:lime_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:lime_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:lime_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:lime_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:lime_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:lime_terracotta'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:netherite_ingot'}, 'S': {'item': 'minecraft:chiseled_stone_bricks'}}","['SSS', 'S#S', 'SSS']",{'item': 'minecraft:lodestone'},
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, '@': {'item': 'minecraft:string'}}","['@@', '##']",{'item': 'minecraft:loom'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:magenta_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:magenta_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:magenta_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:magenta_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:magenta_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:magenta_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:magenta_wool'}},['##'],"{'count': 3, 'item': 'minecraft:magenta_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:magenta_concrete_powder'}","[{'item': 'minecraft:magenta_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:magenta_dye'},[{'item': 'minecraft:allium'}]
minecraft:crafting_shapeless,,,"{'count': 3, 'item': 'minecraft:magenta_dye'}","[{'item': 'minecraft:blue_dye'}, {'item': 'minecraft:red_dye'}, {'item': 'minecraft:pink_dye'}]"
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:magenta_dye'}","[{'item': 'minecraft:blue_dye'}, {'item': 'minecraft:red_dye'}, {'item': 'minecraft:red_dye'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:magenta_dye'}",[{'item': 'minecraft:lilac'}]
minecraft:crafting_shapeless,,,"{'count': 2, 'item': 'minecraft:magenta_dye'}","[{'item': 'minecraft:purple_dye'}, {'item': 'minecraft:pink_dye'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:magenta_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:magenta_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:magenta_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:magenta_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:magenta_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:magenta_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:magenta_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:magenta_terracotta'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:magma_cream'}},"['##', '##']",{'item': 'minecraft:magma_block'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:magma_cream'},"[{'item': 'minecraft:blaze_powder'}, {'item': 'minecraft:slime_ball'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_planks'}},"['# #', '###']",{'item': 'minecraft:mangrove_boat'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:mangrove_button'},[{'item': 'minecraft:mangrove_planks'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:mangrove_chest_boat'},"[{'item': 'minecraft:chest'}, {'item': 'minecraft:mangrove_boat'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_planks'}},"['##', '##', '##']","{'count': 3, 'item': 'minecraft:mangrove_door'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:mangrove_planks'}}","['W#W', 'W#W']","{'count': 3, 'item': 'minecraft:mangrove_fence'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:mangrove_planks'}}","['#W#', '#W#']",{'item': 'minecraft:mangrove_fence_gate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stripped_mangrove_log'}, 'X': {'item': 'minecraft:chain'}}","['X X', '###', '###']","{'count': 6, 'item': 'minecraft:mangrove_hanging_sign'}",
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:mangrove_planks'}",[{'tag': 'minecraft:mangrove_logs'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_planks'}},['##'],{'item': 'minecraft:mangrove_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:mangrove_planks'}, 'X': {'item': 'minecraft:stick'}}","['###', '###', ' X ']","{'count': 3, 'item': 'minecraft:mangrove_sign'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_planks'}},['###'],"{'count': 6, 'item': 'minecraft:mangrove_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_planks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:mangrove_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_planks'}},"['###', '###']","{'count': 2, 'item': 'minecraft:mangrove_trapdoor'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mangrove_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:mangrove_wood'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:paper'}, 'X': {'item': 'minecraft:compass'}}","['###', '#X#', '###']",{'item': 'minecraft:map'},
minecraft:crafting_special_mapcloning,,,,
minecraft:crafting_special_mapextending,,,,
minecraft:crafting_shapeless,,,{'item': 'minecraft:melon'},"[{'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}, {'item': 'minecraft:melon_slice'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:melon_seeds'},[{'item': 'minecraft:melon_slice'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},"['# #', '###']",{'item': 'minecraft:minecart'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:mojang_banner_pattern'},"[{'item': 'minecraft:paper'}, {'item': 'minecraft:enchanted_golden_apple'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:mossy_cobblestone'},"[{'item': 'minecraft:cobblestone'}, {'item': 'minecraft:moss_block'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:mossy_cobblestone'},"[{'item': 'minecraft:cobblestone'}, {'item': 'minecraft:vine'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mossy_cobblestone'}},['###'],"{'count': 6, 'item': 'minecraft:mossy_cobblestone_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mossy_cobblestone'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:mossy_cobblestone_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:mossy_cobblestone'}},"['###', '###']","{'count': 6, 'item': 'minecraft:mossy_cobblestone_wall'}",
